,Nazwisko aktualne,Liczba
5137,KAJZER,601
5138,KATARZYŃSKI,601
5139,KISIELEWICZ,601
5140,MALECKI,601
5141,PESTA,601
5142,RUDENKO,601
5143,SIDORCZUK,601
5144,SZYMANIK,601
5145,WATRAS,601
5146,KARWOT,600
5147,KRASICKI,600
5148,LINDNER,600
5149,PRZEŹDZIECKI,600
5150,RYZNAR,600
5151,ZUBEL,600
5152,BRAŃKA,599
5153,GONTARCZYK,599
5154,GRZEŚ,599
5155,PAŚNIK,599
5156,PRĘDKI,599
5157,PUCHACZ,599
5158,STRUŚ,599
5159,JAKIMOWICZ,598
5160,KAPERA,598
5161,KORNECKI,598
5162,KOZACZUK,598
5163,LEJMAN,598
5164,REMBISZ,598
5165,RZUCIDŁO,598
5166,WAWRYNIUK,598
5167,WDOWCZYK,598
5168,ANUSZKIEWICZ,597
5169,GOLUS,597
5170,KOJ,597
5171,KOPCIUCH,597
5172,LUBERA,597
5173,ŁOPUSZYŃSKI,597
5174,MARTYKA,597
5175,OLAK,597
5176,TUTKA,597
5177,WIDUCH,597
5178,ZMARZŁY,597
5179,ANTAS,596
5180,BOLEWSKI,596
5181,CHACHUŁA,596
5182,CHMIELAK,596
5183,FILAS,596
5184,OŚKA,596
5185,PISZCZ,596
5186,SIEDLARZ,596
5187,ŚLIŻ,596
5188,FIJAŁ,595
5189,ŁUKOWICZ,595
5190,PAŚCIAK,595
5191,PATALAS,595
5192,SZTABA,595
5193,WAŃCZYK,595
5194,ANTOŃCZYK,594
5195,BOŚ,594
5196,CIEPLIK,594
5197,DURDA,594
5198,GIEROŃ,594
5199,JANISZ,594
5200,KŁODZIŃSKI,594
5201,KONOPSKI,594
5202,LASZUK,594
5203,NOWOK,594
5204,OPOLSKI,594
5205,OSTAPOWICZ,594
5206,PIŁKA,594
5207,PYDA,594
5208,SAVCHENKO,594
5209,STOJAK,594
5210,FLISIKOWSKI,593
5211,HORNIK,593
5212,KANCLERZ,593
5213,KONICKI,593
5214,KRZEWSKI,593
5215,KUZIA,593
5216,RYSZKOWSKI,593
5217,STYPA,593
5218,BOBRYK,592
5219,KLUCZEWSKI,592
5220,ŁUBKOWSKI,592
5221,MARCIŃCZYK,592
5222,NYGA,592
5223,RADŁOWSKI,592
5224,SPRAWKA,592
5225,STAŚ,592
5226,KRZOS,591
5227,KWASEK,591
5228,LABUS,591
5229,LIBERSKI,591
5230,MICHNIAK,591
5231,MOŻEJKO,591
5232,MUSIALSKI,591
5233,RZĄDKOWSKI,591
5234,STARZAK,591
5235,WOJACZEK,591
5236,BOBKOWSKI,590
5237,CZOK,590
5238,JOP,590
5239,KUKUCZKA,590
5240,LITWA,590
5241,SMUTEK,590
5242,SZARZYŃSKI,590
5243,SZPARA,590
5244,ZACHWIEJA,590
5245,BRUZDA,589
5246,BUSZ,589
5247,DOBIJA,589
5248,KRYSIK,589
5249,MARCOL,589
5250,ROMANIAK,589
5251,RZESZOWSKI,589
5252,SZWAJA,589
5253,WANIEK,589
5254,ZUBA,589
5255,DYK,588
5256,GOŚCIŃSKI,588
5257,GRABOWICZ,588
5258,HAN,588
5259,HULBÓJ,588
5260,KARPETA,588
5261,KURZAK,588
5262,PABIS,588
5263,THIEL,588
5264,MAŁOTA,587
5265,MASZOTA,587
5266,PONIEWIERSKI,587
5267,PRZEWŁOCKI,587
5268,DOLATOWSKI,586
5269,FAŁEK,586
5270,KAZANOWSKI,586
5271,MORYS,586
5272,OLEKSIEWICZ,586
5273,PAZERA,586
5274,SKUTNIK,586
5275,JAKUBASZEK,585
5276,KONDEJ,585
5277,KOPECKI,585
5278,ŁODYGA,585
5279,PAWLINA,585
5280,SŁYSZ,585
5281,SOLARCZYK,585
5282,SUTOR,585
5283,WARZYŃSKI,585
5284,BORUC,584
5285,DULEWICZ,584
5286,DZWONEK,584
5287,MAKAR,584
5288,MUC,584
5289,OSTAFIN,584
5290,WAWSZCZAK,584
5291,BUGLA,583
5292,CZUPRYNIAK,583
5293,JUŚKIEWICZ,583
5294,ŁAGODZIŃSKI,583
5295,MACHALSKI,583
5296,NIKODEM,583
5297,OLSZYŃSKI,583
5298,PACYGA,583
5299,PAŁAC,583
5300,PENAR,583
5301,ROZMIAREK,583
5302,SROGA,583
5303,STANASZEK,583
5304,BORYSIUK,582
5305,GRZEGORSKI,582
5306,KLINKOSZ,582
5307,KRUSZELNICKI,582
5308,LATO,582
5309,MADAJ,582
5310,MATCZUK,582
5311,PŁANETA,582
5312,PRZYŁUCKI,582
5313,SZYMONIK,582
5314,TOMASZCZYK,582
5315,ŻÓŁTEK,582
5316,BASZAK,581
5317,JANASZEK,581
5318,KOMAN,581
5319,ŁYSAK,581
5320,MALEWICZ,581
5321,NEUMAN,581
5322,STRYCHALSKI,581
5323,SZCZEPEK,581
5324,TOMAS,581
5325,BRZOSKOWSKI,580
5326,DERKOWSKI,580
5327,GABRIEL,580
5328,KORNELUK,580
5329,MAKIEŁA,580
5330,OSUCHOWSKI,580
5331,SZKARADEK,580
5332,TECŁAW,580
5333,BITNER,579
5334,CHRUŚCICKI,579
5335,GAWORSKI,579
5336,JANISZEK,579
5337,JAŃCZYK,579
5338,KAŁUŻYŃSKI,579
5339,LORENS,579
5340,MARGOL,579
5341,MICHALCZAK,579
5342,MYTYCH,579
5343,ZAWALSKI,579
5344,BANDYK,578
5345,BORYSEWICZ,578
5346,CISAK,578
5347,GABRYSZEWSKI,578
5348,JANUSZKO,578
5349,KLUCZNIK,578
5350,MACIOROWSKI,578
5351,MICAŁ,578
5352,NIESTRÓJ,578
5353,OCHNIO,578
5354,PIEŃKOSZ,578
5355,SKIERKA,578
5356,WAWRZYCZEK,578
5357,WOJCIECH,578
5358,BUCHWALD,577
5359,DOMBEK,577
5360,GOLDA,577
5361,GOSTOMSKI,577
5362,HANUS,577
5363,JAREMA,577
5364,ŁAŚ,577
5365,NIWIŃSKI,577
5366,PAŃCZAK,577
5367,ŚMIETANKA,577
5368,GAJOWNIK,576
5369,GRĄDZIEL,576
5370,KORZENIECKI,576
5371,KUNYSZ,576
5372,LEW,576
5373,ŁONIEWSKI,576
5374,ŁYCZAK,576
5375,PAPROTNY,576
5376,SZCZEPANIEC,576
5377,BAKA,575
5378,BARTUŚ,575
5379,BURCZYŃSKI,575
5380,GRALEWSKI,575
5381,KAŃSKI,575
5382,ŁOJKO,575
5383,MOŹDZIERZ,575
5384,OSMÓLSKI,575
5385,SIBIŃSKI,575
5386,SZYCA,575
5387,SZYCH,575
5388,UZNAŃSKI,575
5389,ZAGRODZKI,575
5390,ZHUK,575
5391,BARANIECKI,574
5392,CABAŁA,574
5393,GUZIAK,574
5394,KUCHCIŃSKI,574
5395,KURANT,574
5396,LEWKO,574
5397,RUDYK,574
5398,SZABLA,574
5399,CHMIELNICKI,573
5400,CHRUSZCZ,573
5401,HERDA,573
5402,KRÓLCZYK,573
5403,MAKARUK,573
5404,MATYKA,573
5405,MEDYŃSKI,573
5406,SZULCZEWSKI,573
5407,ŻÓRAWSKI,573
5408,BRODACKI,572
5409,CHODKIEWICZ,572
5410,KAŁUCKI,572
5411,KASTELIK,572
5412,MISIASZEK,572
5413,NOREK,572
5414,PRÓCHNICKI,572
5415,SZMUC,572
5416,WRONKOWSKI,572
5417,GUL,571
5418,HAMERA,571
5419,PETRENKO,571
5420,RYCERZ,571
5421,ŚMIEJA,571
5422,CHUDZICKI,570
5423,GRYGO,570
5424,HENNIG,570
5425,JUROSZEK,570
5426,KANDZIORA,570
5427,LENARCIK,570
5428,LICZNERSKI,570
5429,WIETECHA,570
5430,BORS,569
5431,CHOMIUK,569
5432,FARYNA,569
5433,JASTRZĘBOWSKI,569
5434,KWAPIŃSKI,569
5435,PRÓCHNIAK,569
5436,WEJMAN,569
5437,WICHA,569
5438,BROCKI,568
5439,DANIELSKI,568
5440,DĘBKOWSKI,568
5441,FEDEROWICZ,568
5442,KLUCZEK,568
5443,KROWICKI,568
5444,PUZDROWSKI,568
5445,SACHARCZUK,568
5446,SKARZYŃSKI,568
5447,TYLEK,568
5448,WAJDZIK,568
5449,BUSZTA,567
5450,MOROŃ,567
5451,OSTASZ,567
5452,PACHLA,567
5453,SOLSKI,567
5454,STROIŃSKI,567
5455,WALKUSZ,567
5456,BABICKI,566
5457,CIASTOŃ,566
5458,FRAŃCZAK,566
5459,GOSIEWSKI,566
5460,KOBIELSKI,566
5461,KORAB,566
5462,OLESZKO,566
5463,ORMAN,566
5464,PERCZYŃSKI,566
5465,RZEŹNICKI,566
5466,STRZELCZAK,566
5467,TERLIKOWSKI,566
5468,CHLEWICKI,565
5469,FLORKIEWICZ,565
5470,KOBZA,565
5471,NOWOTNY,565
5472,PATYNA,565
5473,RANISZEWSKI,565
5474,WALO,565
5475,KUROPATWA,564
5476,MŁYŃCZAK,564
5477,SEKULSKI,564
5478,WIATRAK,564
5479,BLADOWSKI,563
5480,BUKOWIECKI,563
5481,DEPA,563
5482,DZIOBA,563
5483,GLANOWSKI,563
5484,KLAG,563
5485,KURACH,563
5486,MĘDRALA,563
5487,NAROŻNY,563
5488,PODKOWA,563
5489,SKWIERCZYŃSKI,563
5490,SZCZYPEK,563
5491,ZAPADKA,563
5492,FRONC,562
5493,GŁADKOWSKI,562
5494,JAMIOŁKOWSKI,562
5495,KALARUS,562
5496,LEKKI,562
5497,OBRYCKI,562
5498,PASIKOWSKI,562
5499,SOLIWODA,562
5500,BARTOCHA,561
5501,BROŚ,561
5502,GONET,561
5503,HUSAK,561
5504,MACIOŁ,561
5505,RUP,561
5506,SZYC,561
5507,ŚCIBIOR,561
5508,ŚWIERKOT,561
5509,ZIEJA,561
5510,BEŚKA,560
5511,DAMPS,560
5512,HANUSIAK,560
5513,KALICIŃSKI,560
5514,KASZOWSKI,560
5515,KIELAN,560
5516,MATULEWICZ,560
5517,MATURA,560
5518,PACOCHA,560
5519,PASŁAWSKI,560
5520,SARNACKI,560
5521,TYLICKI,560
5522,ZBROJA,560
5523,BABIUCH,559
5524,BRYLOWSKI,559
5525,BYSTRZYCKI,559
5526,CHOCHÓŁ,559
5527,GIERS,559
5528,HERMANOWICZ,559
5529,MOTYLEWSKI,559
5530,PAVLIUK,559
5531,SIDORUK,559
5532,WYLEGAŁA,559
5533,DURAK,558
5534,GOLAN,558
5535,GUMIENIAK,558
5536,JAROSIEWICZ,558
5537,REICH,558
5538,SŁOMIANY,558
5539,ŚWITAJ,558
5540,TOKAREK,558
5541,FURGAŁ,557
5542,GĘSICKI,557
5543,GRESZTA,557
5544,HUDZIK,557
5545,KOMPERDA,557
5546,KORYTOWSKI,557
5547,KREFTA,557
5548,KUKAWSKI,557
5549,MILCZANOWSKI,557
5550,NOGAL,557
5551,STOJANOWSKI,557
5552,LUBOWIECKI,556
5553,MAJAK,556
5554,PAPRZYCKI,556
5555,SUBOCZ,556
5556,TWARDZIK,556
5557,ŻŁOBIŃSKI,556
5558,CZERNIECKI,555
5559,DROZDA,555
5560,JARCZYK,555
5561,JASIONOWSKI,555
5562,KOPIJ,555
5563,KOTLAREK,555
5564,KUCZEWSKI,555
5565,MUĆKA,555
5566,POMARAŃSKI,555
5567,RADKOWSKI,555
5568,RYSZ,555
5569,RYSZEWSKI,555
5570,SNOCH,555
5571,CACKOWSKI,554
5572,GLAPIŃSKI,554
5573,GORZELAŃCZYK,554
5574,GUBERNAT,554
5575,MAJDAŃSKI,554
5576,ZATOŃ,554
5577,BARYLSKI,553
5578,BOGDAŁ,553
5579,DOMERACKI,553
5580,DUBAS,553
5581,DYGA,553
5582,FRĄC,553
5583,FROŃ,553
5584,GLAZER,553
5585,MARTIN,553
5586,PEZDA,553
5587,PYTLARZ,553
5588,SKLORZ,553
5589,ZDZIECH,553
5590,ZIARNIK,553
5591,ZWOLSKI,553
5592,ZYSK,553
5593,ŻMUDZKI,553
5594,DZIAK,552
5595,HALAMA,552
5596,RACIBORSKI,552
5597,RYŃSKI,552
5598,SINKIEWICZ,552
5599,ŚWIECH,552
5600,WIELĄDEK,552
5601,CZAPLEWSKI,551
5602,KAMIENIECKI,551
5603,PALUCHOWSKI,551
5604,PIKOR,551
5605,SMOLARSKI,551
5606,SZWAJKOWSKI,551
5607,WACŁAWCZYK,551
5608,ZAWŁOCKI,551
5609,HAMERSKI,550
5610,JĘDRUCH,550
5611,KRZYSZKOWSKI,550
5612,LABUDDA,550
5613,MELON,550
5614,PIESIK,550
5615,PINKOWSKI,550
5616,PUSZ,550
5617,STOŁOWSKI,550
5618,SULARZ,550
5619,WARCHAŁ,550
5620,WOLICKI,550
5621,BAŃCZYK,549
5622,LESNER,549
5623,ŁUSZCZAK,549
5624,NISKI,549
5625,PRZYCHODZKI,549
5626,ROZMARYNOWSKI,549
5627,SULIK,549
5628,TATAREK,549
5629,WZIĄTEK,549
5630,ZIEMKIEWICZ,549
5631,BIK,548
5632,BYRA,548
5633,DZIEKAŃSKI,548
5634,JEZIORNY,548
5635,KACZMAR,548
5636,KAZEK,548
5637,PETROV,548
5638,PODPORA,548
5639,WOŁCZYŃSKI,548
5640,BIAŁK,547
5641,CHABER,547
5642,GRAB,547
5643,JAREMKO,547
5644,KUBA,547
5645,KUBISZ,547
5646,NAJMAN,547
5647,RAJCZYK,547
5648,SZCZUDŁO,547
5649,TRYBUŚ,547
5650,DZIENIS,546
5651,GONSIOR,546
5652,HAMPEL,546
5653,KUCAB,546
5654,MIESZAŁA,546
5655,MIŁOSZEWSKI,546
5656,PILICHOWSKI,546
5657,SZAŁAS,546
5658,ŚWIETLICKI,546
5659,WAWRZYNOWICZ,546
5660,DZIENISZEWSKI,545
5661,GOGOLA,545
5662,KAŁEK,545
5663,KANAREK,545
5664,KIEREPKA,545
5665,KOLANEK,545
5666,KOŁACZEK,545
5667,KORAL,545
5668,KRAVETS,545
5669,KUK,545
5670,MIKUSEK,545
5671,PIECHOCIŃSKI,545
5672,PIEGZA,545
5673,SIEDLACZEK,545
5674,SKAŁA,545
5675,TRZEBIŃSKI,545
5676,ŻOK,545
5677,CZACHOROWSKI,544
5678,CZYŻYCKI,544
5679,JAKIEL,544
5680,KURCZYŃSKI,544
5681,ŁAPACZ,544
5682,ŁÓJ,544
5683,MIŚKO,544
5684,PARDA,544
5685,SERKOWSKI,544
5686,STRYCHARZ,544
5687,ŚLIMAK,544
5688,AUGUSTOWSKI,543
5689,BOCHYŃSKI,543
5690,DYNOWSKI,543
5691,FLAGA,543
5692,HEROK,543
5693,KARCZMARZ,543
5694,KUCHARZYK,543
5695,ŁUCZKOWSKI,543
5696,MACIUSZEK,543
5697,PACEWICZ,543
5698,PELCZARSKI,543
5699,PRUCHNICKI,543
5700,RADKO,543
5701,RYDZYŃSKI,543
5702,SERAFIŃSKI,543
5703,SKOCZYŃSKI,543
5704,SKUBIS,543
5705,WAŁDOCH,543
5706,ANDRZEJCZUK,542
5707,BATÓG,542
5708,DENKIEWICZ,542
5709,DERĘGOWSKI,542
5710,DZIAŁO,542
5711,KOPA,542
5712,KRZYWONOS,542
5713,KUJAWIAK,542
5714,NARUSZEWICZ,542
5715,NAZAR,542
5716,OCHAB,542
5717,ROSŁON,542
5718,RYLSKI,542
5719,RZEWUSKI,542
5720,SZMAJDA,542
5721,WRZEŚNIAK,542
5722,ARMATA,541
5723,CZUBIŃSKI,541
5724,KACZAN,541
5725,KAPRAL,541
5726,KOŚNIK,541
5727,KRĘCISZ,541
5728,MELER,541
5729,MUSKAŁA,541
5730,PACHOŁEK,541
5731,PIZOŃ,541
5732,PRZYBYSŁAWSKI,541
5733,SZCZUBEŁEK,541
5734,ŚMIAŁKOWSKI,541
5735,WOSZCZYNA,541
5736,BRÓDKA,540
5737,BRZYKCY,540
5738,CHORNYI,540
5739,DZIEWA,540
5740,DZIEWIĘCKI,540
5741,ŁASZEWSKI,540
5742,MARCINISZYN,540
5743,ROLBIECKI,540
5744,RUSZCZAK,540
5745,SAŁACIŃSKI,540
5746,STRUG,540
5747,SZULIŃSKI,540
5748,ŚWIGOŃ,540
5749,WUJEK,540
5750,ZGIERSKI,540
5751,BRUDNICKI,539
5752,GRUDNIEWSKI,539
5753,KOSTRO,539
5754,MAZANEK,539
5755,RADZIMSKI,539
5756,SAMSON,539
5757,SPÓLNIK,539
5758,STOCHMAL,539
5759,BŁĄDEK,538
5760,BUDZ,538
5761,GORĄCY,538
5762,JANASIK,538
5763,KLAMKA,538
5764,KLECZKOWSKI,538
5765,KRZYKAWSKI,538
5766,KUCIEL,538
5767,KURZYNA,538
5768,OLKO,538
5769,PACHULSKI,538
5770,PASTOR,538
5771,POŁOM,538
5772,TOMICKI,538
5773,WITULSKI,538
5774,WOŁK,538
5775,WOŁOCH,538
5776,CIOS,537
5777,KŁYSZ,537
5778,KOSZ,537
5779,MAZAN,537
5780,MINKIEWICZ,537
5781,PASIERBEK,537
5782,PIAŚCIK,537
5783,SKWIRA,537
5784,SOBEL,537
5785,STANISŁAWEK,537
5786,STOLECKI,537
5787,WINKOWSKI,537
5788,WÓJCIKIEWICZ,537
5789,ZAPALSKI,537
5790,ŻBIK,537
5791,BRÓZDA,536
5792,DWORACZEK,536
5793,GROSZEWSKI,536
5794,GRZELCZYK,536
5795,IGNATOWSKI,536
5796,KARYŚ,536
5797,KIDOŃ,536
5798,KOSTEK,536
5799,KROCZAK,536
5800,MALARCZYK,536
5801,MICHALCZEWSKI,536
5802,MYDLARZ,536
5803,NEUBAUER,536
5804,PIETRASIAK,536
5805,RZEŹNICZAK,536
5806,STRASZAK,536
5807,TOMASZKIEWICZ,536
5808,ŻOŁNA,536
5809,BONDARUK,535
5810,CHRONOWSKI,535
5811,FIKUS,535
5812,GROBELSKI,535
5813,GUŹNICZAK,535
5814,HADAM,535
5815,KASPERCZAK,535
5816,KURTYKA,535
5817,KWARCIAK,535
5818,MARCHUK,535
5819,PACANOWSKI,535
5820,PAVLENKO,535
5821,SEREDYŃSKI,535
5822,SIEKIERKA,535
5823,TRZYNA,535
5824,ZIÓŁKO,535
5825,BURZAWA,534
5826,CHROMY,534
5827,CIĘŻKOWSKI,534
5828,DURZYŃSKI,534
5829,GADOWSKI,534
5830,GAWLIŃSKI,534
5831,GOŚ,534
5832,HALLMANN,534
5833,LATUSZEK,534
5834,ŁUCZKIEWICZ,534
5835,NIEBRZYDOWSKI,534
5836,RADLIŃSKI,534
5837,SŁABOSZ,534
5838,SYPIEŃ,534
5839,ŚMIETAŃSKI,534
5840,CIELUCH,533
5841,GAJKOWSKI,533
5842,GRUBBA,533
5843,KOPYCKI,533
5844,MYSZOR,533
5845,PIWEK,533
5846,WIECHOWSKI,533
5847,BACHANEK,532
5848,BETKA,532
5849,DENISIUK,532
5850,GĄSIENICA,532
5851,GOLENIA,532
5852,GRABIAS,532
5853,KAŹMIEROWSKI,532
5854,KOSOBUCKI,532
5855,KURNIK,532
5856,LOBA,532
5857,MISZKIEWICZ,532
5858,PIEŃKOS,532
5859,SAMOL,532
5860,TYRAKOWSKI,532
5861,DANIŁOWICZ,531
5862,GAJDZIK,531
5863,JUSZCZUK,531
5864,KŁOCZKO,531
5865,KOSEWSKI,531
5866,ŁASIŃSKI,531
5867,MAŁY,531
5868,PROKOPCZYK,531
5869,RUDOLF,531
5870,RZEPCZYŃSKI,531
5871,SZATANIK,531
5872,SZYNKIEWICZ,531
5873,ŚWIĄTKIEWICZ,531
5874,ŚWIECZKOWSKI,531
5875,ŻYCIŃSKI,531
5876,BRODOWICZ,530
5877,CHOROŚ,530
5878,DUK,530
5879,FERET,530
5880,GEISLER,530
5881,GOSTYŃSKI,530
5882,KLOSKOWSKI,530
5883,KURYŚ,530
5884,LITERSKI,530
5885,MACEK,530
5886,MAKSYM,530
5887,MOL,530
5888,RADZEWICZ,530
5889,SAWKO,530
5890,SMARDZEWSKI,530
5891,GRYS,529
5892,KANDZIA,529
5893,ŁYSKAWA,529
5894,POLESZAK,529
5895,RÓZGA,529
5896,SUJECKI,529
5897,SZCZYGŁOWSKI,529
5898,TOFIL,529
5899,TYKA,529
5900,CHOWAŃSKI,528
5901,GIŻA,528
5902,HANC,528
5903,KOŁTON,528
5904,POKOJSKI,528
5905,SWATEK,528
5906,ZADORA,528
5907,BROŃSKI,527
5908,DRATWA,527
5909,JAŁOSZYŃSKI,527
5910,KASICA,527
5911,KRAMER,527
5912,RAWA,527
5913,REJ,527
5914,SETA,527
5915,TEKIELI,527
5916,WIADERNY,527
5917,BARCZ,526
5918,DURLAK,526
5919,GIEREK,526
5920,GRUCHOT,526
5921,JABŁECKI,526
5922,JAROSIK,526
5923,KARGOL,526
5924,KRAUZ,526
5925,MALESZA,526
5926,MYJAK,526
5927,NACZK,526
5928,OCHNIK,526
5929,RACKI,526
5930,SŁAWIK,526
5931,SŁOMCZEWSKI,526
5932,STÓJ,526
5933,WYWIAŁ,526
5934,ZIOŁA,526
5935,ŻARCZYŃSKI,526
5936,BARCZEWSKI,525
5937,BURCHARDT,525
5938,CHWEDORUK,525
5939,GARNCARZ,525
5940,KAPUSTKA,525
5941,KRAWIECKI,525
5942,LINKIEWICZ,525
5943,LIU,525
5944,PLICH,525
5945,PUTO,525
5946,RÓŻYŃSKI,525
5947,SZAŁAJ,525
5948,TREPKA,525
5949,WALECZEK,525
5950,WARCZAK,525
5951,WNUKOWSKI,525
5952,BUDNIAK,524
5953,CHORĄŻEWICZ,524
5954,DOMINIKOWSKI,524
5955,DRABCZYK,524
5956,DYLA,524
5957,FRĄCZKOWSKI,524
5958,KIEPURA,524
5959,KILANOWSKI,524
5960,KULMA,524
5961,KURZYDŁO,524
5962,LITWINIUK,524
5963,NIERODA,524
5964,SIECIŃSKI,524
5965,SOŁEK,524
5966,SOROCZYŃSKI,524
5967,ŚREDZIŃSKI,524
5968,WOJTOŃ,524
5969,BOGUSKI,523
5970,CICHOWLAS,523
5971,CIESIELCZYK,523
5972,DURCZAK,523
5973,KARCZYŃSKI,523
5974,KRACZKOWSKI,523
5975,LEJK,523
5976,MAGIERSKI,523
5977,PIGUŁA,523
5978,POWAŁA,523
5979,ZGLIŃSKI,523
5980,ZIMOWSKI,523
5981,GOWIN,522
5982,HERMANOWSKI,522
5983,ŁOSIEWICZ,522
5984,MŁODZIŃSKI,522
5985,MODELSKI,522
5986,SOLAREK,522
5987,SZYMAŃCZYK,522
5988,TRZOP,522
5989,WARMUZ,522
5990,WIELIŃSKI,522
5991,WOŁOS,522
5992,CYMAN,521
5993,KUPIDURA,521
5994,ŁOSIŃSKI,521
5995,NOWARA,521
5996,POLASZEK,521
5997,ROGALIŃSKI,521
5998,SZCZEPANIUK,521
5999,SZKODZIŃSKI,521
6000,ULIŃSKI,521
6001,WITWICKI,521
6002,BEK,520
6003,BREJNAK,520
6004,DĄBSKI,520
6005,KOLARCZYK,520
6006,LEKS,520
6007,MORYC,520
6008,NOWEK,520
6009,OSIADACZ,520
6010,ŚLUBOWSKI,520
6011,ŚWIRSKI,520
6012,WIELOGÓRSKI,520
6013,ŻEGLEŃ,520
6014,BEMBENEK,519
6015,BUBAK,519
6016,KOŃCZAL,519
6017,MAKULSKI,519
6018,MARCIŃSKI,519
6019,STOPIŃSKI,519
6020,ŻOŁĄDŹ,519
6021,ŻYCHOWSKI,519
6022,BOGUTA,518
6023,GOŁOŚ,518
6024,KAMELA,518
6025,KOLANKO,518
6026,KUBRAK,518
6027,MERCHEL,518
6028,MOLKA,518
6029,PAZIK,518
6030,SAJEWICZ,518
6031,STASZEL,518
6032,SUPEŁ,518
6033,SZTUKOWSKI,518
6034,ULIASZ,518
6035,FARUGA,517
6036,GLANC,517
6037,HNAT,517
6038,KALOTA,517
6039,KWASIBORSKI,517
6040,MZYK,517
6041,PILIPCZUK,517
6042,PONIEDZIAŁEK,517
6043,RUSINIAK,517
6044,STAŃSKI,517
6045,SYPEK,517
6046,BUGNO,516
6047,GAL,516
6048,JESIOŁOWSKI,516
6049,KAŁWA,516
6050,KINDER,516
6051,KURSA,516
6052,LEBIEDZIŃSKI,516
6053,LEMKE,516
6054,PHAM,516
6055,PIETRUSZYŃSKI,516
6056,SŁOMKOWSKI,516
6057,SURDYK,516
6058,TRZOS,516
6059,WAWRZYNEK,516
6060,WĘGRZYNIAK,516
6061,BOICHUK,515
6062,BUBEL,515
6063,CZYŻOWSKI,515
6064,KARALUS,515
6065,KRAIŃSKI,515
6066,RUDKOWSKI,515
6067,SĄSIADEK,515
6068,WIETRZYKOWSKI,515
6069,ANDERS,514
6070,BALIK,514
6071,DELUGA,514
6072,HELLER,514
6073,JĘDRUSIAK,514
6074,KOKOSZA,514
6075,KRĘCICHWOST,514
6076,MUSZALSKI,514
6077,ORCHOWSKI,514
6078,POPIELARCZYK,514
6079,PUCIŁOWSKI,514
6080,SAGANOWSKI,514
6081,UTRATA,514
6082,WOJTASZCZYK,514
6083,BARANOWICZ,513
6084,BAREJA,513
6085,BIEGAŁA,513
6086,BŁASZYK,513
6087,BŹDZIUCH,513
6088,CHOMIAK,513
6089,DROŹDZIK,513
6090,FEDAK,513
6091,KARNAS,513
6092,PRZYGOCKI,513
6093,RUTOWICZ,513
6094,TRĄBKA,513
6095,BANYŚ,512
6096,BOBA,512
6097,DANECKI,512
6098,DOMŻAŁ,512
6099,GARCZAREK,512
6100,PATRZAŁEK,512
6101,POPIELSKI,512
6102,RYBARSKI,512
6103,SŁUGOCKI,512
6104,STASICA,512
6105,TRĘBICKI,512
6106,BATORSKI,511
6107,BYCZYŃSKI,511
6108,CHEŁCHOWSKI,511
6109,CHŁOPECKI,511
6110,CZABAN,511
6111,GRYGA,511
6112,GRZEBYK,511
6113,KISZCZAK,511
6114,KLYMENKO,511
6115,KUŚKA,511
6116,LISIK,511
6117,NAŁĘCZ,511
6118,NASIADKA,511
6119,PROSZOWSKI,511
6120,PYTKO,511
6121,RYNDAK,511
6122,ŚLAZYK,511
6123,WOLFF,511
6124,BASTEK,510
6125,DYBKA,510
6126,JANOSZKA,510
6127,KLEINA,510
6128,MISIARZ,510
6129,PECIAK,510
6130,TOMALAK,510
6131,WĘGRZYNOWICZ,510
6132,ZALEŚNY,510
6133,ŻYREK,510
6134,BURZA,509
6135,BZYMEK,509
6136,GRANAT,509
6137,HELIŃSKI,509
6138,JAKONIUK,509
6139,JANIUK,509
6140,JOB,509
6141,KOŁOMAŃSKI,509
6142,MĘŻYŃSKI,509
6143,OBORSKI,509
6144,PIETREK,509
6145,RYCHLIŃSKI,509
6146,SIEMIENIEC,509
6147,SZCZUCKI,509
6148,WLAŹLAK,509
6149,WOJTUNIK,509
6150,GAŁ,508
6151,KUSZTAL,508
6152,MENDAK,508
6153,MIKODA,508
6154,PETRYK,508
6155,SIUDZIŃSKI,508
6156,STODOLNY,508
6157,WĘGŁOWSKI,508
6158,BOŃKOWSKI,507
6159,GAWIŃSKI,507
6160,GLONEK,507
6161,GROTH,507
6162,IWAŃCZYK,507
6163,KAMINSKI,507
6164,KUPSKI,507
6165,MITORAJ,507
6166,PAŁKOWSKI,507
6167,PANUŚ,507
6168,ŚWIERSZCZ,507
6169,BARTECZKO,506
6170,BARTMAN,506
6171,STACHELEK,506
6172,SUCHOŃ,506
6173,SZUTA,506
6174,ZDRODOWSKI,506
6175,BAFIA,505
6176,BRYNDZA,505
6177,DAŃKO,505
6178,GOŁUCHOWSKI,505
6179,KULIBERDA,505
6180,KULYK,505
6181,LIPKOWSKI,505
6182,MALISZ,505
6183,POSPIECH,505
6184,PROCHOWNIK,505
6185,STAWOWCZYK,505
6186,TARGOWSKI,505
6187,WAWAK,505
6188,ŻERO,505
6189,BĄCZKIEWICZ,504
6190,FYDA,504
6191,GAJZLER,504
6192,KAMIENIARZ,504
6193,LEPAK,504
6194,MROZOWICZ,504
6195,NAGLIK,504
6196,NOWOWIEJSKI,504
6197,PIĄTKIEWICZ,504
6198,RAJDA,504
