,Nazwisko aktualne,Liczba
1047,CZAPLIŃSKI,2437
1048,SKORUPSKI,2434
1049,WYDRA,2432
1050,SPYCHAŁA,2431
1051,RYBA,2429
1052,SZAFRAN,2429
1053,GLIŃSKI,2427
1054,GALIŃSKI,2419
1055,BARTOSIEWICZ,2417
1056,TYMIŃSKI,2414
1057,FILIPCZAK,2411
1058,FIGIEL,2410
1059,BŁAŻEJEWSKI,2408
1060,KREFT,2408
1061,PORĘBA,2407
1062,NIEZGODA,2404
1063,KLUSKA,2403
1064,PASTUSZKA,2403
1065,SARNOWSKI,2401
1066,BŁASZKIEWICZ,2396
1067,MORAWIEC,2393
1068,JANECZEK,2392
1069,BARTKOWSKI,2387
1070,ANTONIAK,2385
1071,MACHNIK,2385
1072,WĘGLARZ,2385
1073,WALAS,2383
1074,TURSKI,2382
1075,PAJOR,2381
1076,KLIMASZEWSKI,2380
1077,SOBOCIŃSKI,2375
1078,BUDNY,2374
1079,PIETRZYKOWSKI,2374
1080,GAJEK,2372
1081,WCISŁO,2371
1082,BUDA,2370
1083,ŚWIERCZ,2367
1084,DOBRZAŃSKI,2365
1085,ŁAKOMY,2364
1086,KRÓLIK,2363
1087,ZASADA,2362
1088,ŁUGOWSKI,2357
1089,WISZNIEWSKI,2356
1090,NOSAL,2355
1091,ŚLIWKA,2354
1092,RYCHLIK,2350
1093,GALAS,2348
1094,IWANOWSKI,2347
1095,MUSIOŁ,2347
1096,ZAWIŚLAK,2341
1097,GUZ,2337
1098,RUMIŃSKI,2337
1099,GIZA,2335
1100,SŁOMIŃSKI,2334
1101,IWANICKI,2332
1102,KAZIMIERCZAK,2331
1103,GOŁASZEWSKI,2327
1104,MATCZAK,2327
1105,SEWERYN,2327
1106,RYBIŃSKI,2324
1107,KRAUSE,2321
1108,WIERZCHOWSKI,2321
1109,GAŁUSZKA,2314
1110,WILCZEWSKI,2313
1111,MIKUŁA,2312
1112,BRYŁA,2307
1113,FURTAK,2307
1114,MARCZEWSKI,2307
1115,ZIOMEK,2306
1116,KLONOWSKI,2303
1117,GOLONKA,2301
1118,RYBACKI,2300
1119,TUSZYŃSKI,2298
1120,SZCZOTKA,2297
1121,BOJANOWSKI,2296
1122,SŁOMKA,2296
1123,SMYK,2296
1124,CHOJECKI,2295
1125,PIEŃKOWSKI,2293
1126,ROKITA,2293
1127,CZAPIEWSKI,2292
1128,MIZERA,2289
1129,JACKIEWICZ,2288
1130,MARCINKIEWICZ,2287
1131,SZOSTEK,2287
1132,DUSZA,2285
1133,MAKAREWICZ,2285
1134,RADZIKOWSKI,2284
1135,MISZCZAK,2283
1136,JOŃCZYK,2282
1137,KALBARCZYK,2281
1138,KOŁACZ,2281
1139,GÓRALSKI,2280
1140,TRUSZKOWSKI,2278
1141,PILARCZYK,2277
1142,PODSIADŁO,2277
1143,KALITA,2276
1144,SZUBERT,2275
1145,KASPERSKI,2273
1146,KORNACKI,2267
1147,BOROWIAK,2265
1148,OLENDER,2265
1149,WASZAK,2260
1150,KOMAR,2259
1151,GĄSKA,2258
1152,PIEKARZ,2256
1153,CHYLIŃSKI,2253
1154,KŁOSIŃSKI,2253
1155,DOMAGALSKI,2252
1156,LEWCZUK,2252
1157,RĄCZKA,2250
1158,SOBCZYŃSKI,2249
1159,STRZAŁKOWSKI,2249
1160,BABIARZ,2244
1161,NAPIÓRKOWSKI,2239
1162,DANIEL,2237
1163,MOROZ,2235
1164,WACHOWSKI,2235
1165,BĄCZEK,2234
1166,LUDWICZAK,2233
1167,FRANKIEWICZ,2231
1168,RADWAŃSKI,2229
1169,TARKA,2229
1170,WILIŃSKI,2228
1171,MASTALERZ,2227
1172,IWAN,2223
1173,KRZAK,2223
1174,KOBYLIŃSKI,2222
1175,RAKOCZY,2221
1176,TOPOLSKI,2219
1177,MAŁOLEPSZY,2218
1178,KLOC,2217
1179,NYCZ,2217
1180,MACHOWSKI,2214
1181,SUCHOCKI,2211
1182,TROJAN,2210
1183,PIWOWAR,2204
1184,KRASUSKI,2203
1185,GREGORCZYK,2200
1186,KOZIŃSKI,2197
1187,DREWNIAK,2196
1188,MARKOWICZ,2196
1189,SITARZ,2196
1190,ZIEMBA,2196
1191,DUL,2194
1192,PISARSKI,2194
1193,DAWIDOWSKI,2193
1194,DWORAK,2189
1195,MACIASZEK,2187
1196,ANTKOWIAK,2185
1197,KIELAR,2182
1198,RYDZEWSKI,2181
1199,PATER,2180
1200,GWIAZDA,2179
1201,MALCZEWSKI,2175
1202,WOJDYŁA,2173
1203,BACZYŃSKI,2172
1204,JELEŃ,2171
1205,OSIECKI,2168
1206,GĄDEK,2167
1207,NEUMANN,2167
1208,JEŻ,2166
1209,SOSIŃSKI,2166
1210,STAROŃ,2164
1211,TRZASKA,2164
1212,SZEWCZUK,2160
1213,DAWID,2159
1214,KLEIN,2153
1215,WOJTKOWSKI,2153
1216,MOTYL,2151
1217,OSTASZEWSKI,2150
1218,CZUBAK,2147
1219,POPIOŁEK,2147
1220,MILER,2146
1221,DĘBICKI,2142
1222,MATUSZCZAK,2136
1223,CHOWANIEC,2135
1224,IWANIUK,2133
1225,KUSZ,2133
1226,OGRODNIK,2133
1227,SAKOWSKI,2133
1228,CZERWONKA,2132
1229,SZAFRANIEC,2132
1230,CIEŚLIŃSKI,2127
1231,MATYJA,2124
1232,SZLACHTA,2124
1233,PLUCIŃSKI,2122
1234,JARECKI,2119
1235,SYNOWIEC,2119
1236,ŁUCZYŃSKI,2117
1237,KULIGOWSKI,2116
1238,MOSKWA,2116
1239,ZALESKI,2114
1240,CYRAN,2113
1241,MAJER,2113
1242,WIATR,2113
1243,BLOCH,2112
1244,ZATORSKI,2112
1245,MĄKA,2107
1246,BADURA,2105
1247,CZARNY,2105
1248,KUDŁA,2105
1249,ZAŁĘSKI,2101
1250,KONDRACKI,2099
1251,PUZIO,2099
1252,SARNA,2095
1253,WOJNOWSKI,2094
1254,JAKUBCZAK,2093
1255,KARBOWSKI,2090
1256,BOGACKI,2089
1257,MIELNIK,2082
1258,DUDKIEWICZ,2081
1259,ROZMUS,2081
1260,SĘKOWSKI,2081
1261,POPEK,2080
1262,SAGAN,2079
1263,RUSINEK,2075
1264,CHRUŚCIEL,2074
1265,DEPTUŁA,2070
1266,BAŁDYGA,2069
1267,GANCARZ,2068
1268,MATEJA,2068
1269,KOSIOR,2067
1270,KUPCZYK,2067
1271,SEMENIUK,2066
1272,BĘBEN,2065
1273,BORECKI,2065
1274,MROZIŃSKI,2065
1275,BOCHEŃSKI,2060
1276,WIDERA,2059
1277,KARASIŃSKI,2058
1278,STACH,2058
1279,BOROWICZ,2057
1280,TRAWIŃSKI,2057
1281,GRZEGORZEWSKI,2056
1282,SZMIDT,2056
1283,PRZYGODA,2055
1284,SUCHODOLSKI,2054
1285,KUNICKI,2053
1286,KOSIOREK,2052
1287,STRZELEC,2052
1288,MIKOŁAJEWSKI,2049
1289,WĄSOWICZ,2048
1290,MIROWSKI,2047
1291,PACIOREK,2047
1292,KWAŚNIAK,2044
1293,KĘPIŃSKI,2042
1294,MYSZKA,2042
1295,WOLAŃSKI,2041
1296,FRYDRYCH,2039
1297,GAJOS,2039
1298,KRAWCZYŃSKI,2039
1299,BOGDANOWICZ,2037
1300,RATAJ,2037
1301,PYKA,2036
1302,SIUDA,2036
1303,JELONEK,2035
1304,POZNAŃSKI,2034
1305,KARWACKI,2032
1306,CZAPSKI,2031
1307,BORUCKI,2027
1308,KLIŚ,2027
1309,MADEJSKI,2026
1310,SAJDAK,2024
1311,WOJNAROWSKI,2023
1312,JÓZEFOWICZ,2022
1313,SIWAK,2019
1314,BIEGAŃSKI,2016
1315,NIEDŹWIEDŹ,2015
1316,PŁACZEK,2015
1317,GROMEK,2014
1318,OGONOWSKI,2013
1319,BOROWIECKI,2011
1320,KROK,2010
1321,TOBIASZ,2010
1322,CZAPLICKI,2008
1323,BARCZYK,2006
1324,DYLEWSKI,2004
1325,ŻELAZNY,2002
1326,JEŻEWSKI,2001
1327,ŁĄCKI,2000
1328,JANIEC,1998
1329,KUNA,1998
1330,FABISIAK,1996
1331,ŁUKOMSKI,1995
1332,FORMELA,1993
1333,PIRÓG,1990
1334,OLEKSIAK,1987
1335,BOGUSZEWSKI,1986
1336,KOTARSKI,1984
1337,KUTA,1983
1338,RUSZKOWSKI,1983
1339,PANKOWSKI,1982
1340,KOSSAKOWSKI,1980
1341,KURKOWSKI,1980
1342,BARTOSIAK,1979
1343,PODOLSKI,1979
1344,WĄS,1979
1345,HOFMAN,1977
1346,KUŁAKOWSKI,1977
1347,SZNAJDER,1976
1348,STARZYŃSKI,1975
1349,MYSZKOWSKI,1974
1350,ZDROJEWSKI,1974
1351,MROZIK,1973
1352,ĆWIEK,1971
1353,ŁYSIAK,1971
1354,SOBKOWIAK,1969
1355,KRASOŃ,1968
1356,KUBALA,1968
1357,CABAN,1965
1358,KORCZYŃSKI,1961
1359,ZAJKOWSKI,1960
1360,PIENIĄŻEK,1959
1361,ZDANOWICZ,1956
1362,MISIEWICZ,1955
1363,KOTOWICZ,1954
1364,SZUMSKI,1953
1365,BAŃKOWSKI,1950
1366,KUŹMIŃSKI,1950
1367,GUZEK,1947
1368,ROLA,1947
1369,KASPROWICZ,1946
1370,RACHWAŁ,1945
1371,TWOREK,1945
1372,WIKTOR,1945
1373,STADNIK,1944
1374,HAŁAS,1943
1375,KOCUR,1943
1376,LACHOWSKI,1942
1377,OLESIŃSKI,1939
1378,JAROCKI,1938
1379,GÓRZYŃSKI,1937
1380,WLAZŁO,1936
1381,GLINKA,1933
1382,PACEK,1933
1383,JASKUŁA,1932
1384,KISIELEWSKI,1931
1385,OLESZCZUK,1931
1386,JANKIEWICZ,1929
1387,KOC,1929
1388,BAJOR,1928
1389,TARKOWSKI,1926
1390,BIELICKI,1925
1391,ŁATA,1924
1392,POKORSKI,1924
1393,WIERZBOWSKI,1924
1394,ZADROŻNY,1922
1395,SROCZYŃSKI,1921
1396,PRZYBYŁEK,1919
1397,LISEK,1918
1398,LUBIŃSKI,1918
1399,WALKIEWICZ,1917
1400,NOCOŃ,1914
1401,ZIAJA,1912
1402,JANIKOWSKI,1910
1403,POŚPIECH,1910
1404,SKUPIEŃ,1910
1405,BRYK,1909
1406,PISKORSKI,1909
1407,KAWCZYŃSKI,1908
1408,KRASIŃSKI,1908
1409,GŁOWACZ,1907
1410,KOŁEK,1906
1411,DAWIDOWICZ,1905
1412,KILIAN,1905
1413,PACH,1902
1414,BOCIAN,1901
1415,MARCZYK,1901
1416,NYKIEL,1900
1417,PIECHOWIAK,1900
1418,BOGUSŁAWSKI,1899
1419,SAWCZUK,1899
1420,WOJEWODA,1898
1421,ŻMIJEWSKI,1898
1422,KUPIS,1897
1423,TOMASZEK,1896
1424,GUZOWSKI,1895
1425,ZAJDEL,1895
1426,SKRZYŃSKI,1894
1427,WYSOKIŃSKI,1894
1428,SKRZYPIEC,1893
1429,RZEŹNIK,1891
1430,STAWSKI,1891
1431,KUŹNIAR,1890
1432,MATUSZEK,1890
1433,ŻOCHOWSKI,1889
1434,KOCH,1887
1435,KUPCZAK,1885
1436,RYBCZYŃSKI,1884
1437,JACH,1883
1438,KICIŃSKI,1882
1439,ZWIERZCHOWSKI,1882
1440,LABUDA,1881
1441,MAĆKOWSKI,1881
1442,MITURA,1879
1443,GONDEK,1878
1444,MROZOWSKI,1876
1445,PTASZYŃSKI,1874
1446,NOWOSIELSKI,1873
1447,SAMBORSKI,1873
1448,GŁUCHOWSKI,1872
1449,CHOIŃSKI,1871
1450,NOSEK,1870
1451,OLEK,1870
1452,KUBAS,1869
1453,KARPOWICZ,1866
1454,DZIK,1863
1455,DZIĘCIOŁ,1862
1456,KULKA,1860
1457,ŁUKASIAK,1860
1458,OZIMEK,1859
1459,ŁUKAWSKI,1857
1460,JODŁOWSKI,1855
1461,CYWIŃSKI,1854
1462,MIELEWCZYK,1850
1463,STANKOWSKI,1850
1464,SŁOWIKOWSKI,1849
1465,MARCZUK,1848
1466,POŁEĆ,1848
1467,ROZWADOWSKI,1847
1468,DRZAZGA,1846
1469,WOJNAR,1845
1470,CHOLEWIŃSKI,1844
1471,ŻBIKOWSKI,1844
1472,BORAWSKI,1841
1473,PAWŁOWICZ,1841
1474,SZMYT,1840
1475,CISZEK,1838
1476,SOJA,1838
1477,ZABIELSKI,1838
1478,CAŁKA,1837
1479,HEBDA,1837
1480,ROGUSKI,1837
1481,SOBIERAJSKI,1837
1482,ANIOŁ,1836
1483,SOSNA,1836
1484,SPYCHALSKI,1835
1485,BUDNIK,1834
1486,WOŹNICKI,1834
1487,BOROWY,1833
1488,ŁOBODA,1830
1489,SZEWC,1829
1490,BIEDRZYCKI,1828
1491,GRABIEC,1828
1492,ABRAMCZYK,1827
1493,CISEK,1827
1494,SŁOTA,1826
1495,SUŁEK,1824
1496,KUKLIŃSKI,1819
1497,DOMINIK,1818
1498,KUCZERA,1812
1499,HINC,1810
1500,PRZYBYLAK,1808
1501,PLATA,1805
1502,PŁACHTA,1804
1503,ADAMCZUK,1803
1504,KOZUB,1803
1505,STAWARZ,1802
1506,TABAKA,1802
1507,GAWŁOWSKI,1801
1508,BARCZAK,1799
1509,KOBIELA,1799
1510,KOPKA,1798
1511,PIWOŃSKI,1797
1512,GAWĘDA,1796
1513,PAWLACZYK,1795
1514,TARASIUK,1795
1515,FORTUNA,1794
1516,KNOP,1794
1517,PIASKOWSKI,1793
1518,WINKLER,1793
1519,PATYK,1792
1520,MACIEJCZYK,1791
1521,JAKUBIK,1790
1522,STARCZEWSKI,1789
1523,KALISZEWSKI,1785
1524,ROMAŃCZUK,1785
1525,DURAJ,1784
1526,GÓRCZYŃSKI,1784
1527,SKUZA,1782
1528,GIERSZEWSKI,1781
1529,MOKRZYCKI,1781
1530,FORNAL,1778
1531,LISZEWSKI,1778
1532,KĘDZIA,1775
1533,WALICKI,1775
1534,KURIATA,1774
1535,LASKA,1773
1536,PRZYBYŁO,1773
1537,ROWIŃSKI,1773
1538,PŁÓCIENNIK,1772
1539,ROGULSKI,1771
1540,DYBOWSKI,1770
1541,KUŚNIERZ,1769
1542,ABRAMOWICZ,1767
1543,DZIĘGIELEWSKI,1767
1544,WICHER,1766
1545,FLORCZYK,1765
1546,KĘDRA,1765
1547,KOZIKOWSKI,1765
1548,POLKOWSKI,1764
1549,RYNKIEWICZ,1764
1550,BANASZKIEWICZ,1763
1551,POLOK,1762
1552,GIBAS,1761
1553,GUTKOWSKI,1760
1554,WOJTYSIAK,1760
1555,JANECKI,1758
1556,POPIEL,1756
1557,STAWIARSKI,1755
1558,DĘBIŃSKI,1753
1559,FILIPOWSKI,1749
1560,KWAŚNIK,1749
1561,MIŁEK,1749
1562,DOPIERAŁA,1748
1563,MELLER,1748
1564,PŁUCIENNIK,1748
1565,SIEMIŃSKI,1748
1566,KULCZYCKI,1747
1567,PAWEŁEK,1747
1568,JASIAK,1744
1569,CELIŃSKI,1742
1570,DEPTA,1742
1571,IGNACZAK,1742
1572,WALASEK,1742
1573,ADAMKIEWICZ,1739
1574,MARCINEK,1739
1575,POKORA,1739
1576,SWOBODA,1739
1577,WIATROWSKI,1739
1578,PAWLUS,1738
1579,PIECUCH,1738
1580,CZARNOWSKI,1737
1581,KLIMOWICZ,1736
1582,ŁADA,1735
1583,ĆWIKŁA,1734
1584,ŻACZEK,1733
1585,SZCZĘCH,1731
1586,JANUSZKIEWICZ,1730
1587,BARSZCZEWSKI,1729
1588,ŁUKOWSKI,1728
1589,ZELEK,1727
1590,ANDRZEJAK,1726
1591,PIWKO,1723
1592,CABAJ,1722
1593,LEJA,1722
1594,LUPA,1721
1595,PIEKARCZYK,1721
1596,WILKOWSKI,1721
1597,KRYGIER,1720
1598,MARTYNIUK,1717
1599,BINKOWSKI,1716
1600,POŹNIAK,1716
1601,WARDA,1716
1602,KOSEK,1715
1603,SIEŃKO,1715
1604,ZIENKIEWICZ,1715
1605,MIAZGA,1714
1606,OBARA,1714
1607,SAŁATA,1712
1608,FORYŚ,1711
1609,BIŃKOWSKI,1710
1610,FILA,1709
1611,MOMOT,1709
1612,SZEWCZAK,1709
1613,DEMBIŃSKI,1707
1614,GIERCZAK,1707
1615,KALICKI,1707
1616,WALASZCZYK,1707
1617,JAROSIŃSKI,1706
1618,KUFEL,1706
1619,PUSTELNIK,1706
1620,SOŁTYSIK,1706
1621,BALIŃSKI,1705
1622,PANKIEWICZ,1705
1623,PNIEWSKI,1705
1624,JUREWICZ,1703
1625,MOSZCZYŃSKI,1703
1626,CHRZĄSZCZ,1702
1627,FRĄCKIEWICZ,1702
1628,KUKUŁA,1702
1629,MIODUSZEWSKI,1702
1630,SOBALA,1702
1631,ZDANOWSKI,1701
1632,JANOWICZ,1700
1633,SOBIECH,1700
1634,KOWNACKI,1698
1635,KLICH,1697
1636,BADOWSKI,1696
1637,KWAPISZ,1696
1638,PIETRUCHA,1696
1639,WSZOŁEK,1696
1640,KLIMCZYK,1695
1641,CHMIELECKI,1694
1642,GOŁDA,1693
1643,ŻABIŃSKI,1693
1644,PLISZKA,1692
1645,JASEK,1691
1646,NIZIOŁEK,1691
1647,ZAWADKA,1691
1648,KRZEMIEŃ,1690
1649,NARLOCH,1689
1650,KACPERSKI,1688
1651,STEFANOWSKI,1687
1652,LENARTOWICZ,1686
1653,TERLECKI,1686
1654,KOŚCIELNY,1684
1655,KOWALKOWSKI,1684
1656,KRZYŻANIAK,1684
1657,KOŻUCH,1682
1658,ŚWITALSKI,1682
1659,BONIECKI,1681
1660,DANILUK,1681
1661,MATYSEK,1680
1662,CHLEBOWSKI,1677
1663,GONTARZ,1677
1664,MRUK,1677
1665,SKRZYPCZYK,1677
1666,KUR,1674
1667,MOŚCICKI,1672
1668,SAŁEK,1671
1669,BIENIAS,1670
1670,ZIOBRO,1670
1671,BĄCZKOWSKI,1669
1672,GŁUSZEK,1669
1673,WOLANIN,1669
1674,SASIN,1667
1675,SZPAKOWSKI,1667
1676,MAŁACHOWSKI,1666
1677,OPALIŃSKI,1666
1678,KAZIMIERSKI,1665
1679,PIKUŁA,1665
1680,CHUDZIŃSKI,1664
1681,KLESZCZ,1664
1682,KOŚMIDER,1664
1683,SAMSEL,1664
1684,BROŻYNA,1663
1685,PIECHOWSKI,1662
1686,PIELA,1661
1687,SZMIT,1660
1688,SKOTNICKI,1659
1689,MLECZKO,1658
1690,BARTOSZ,1657
1691,SZYDŁO,1657
1692,KORALEWSKI,1656
1693,SAK,1656
1694,FICEK,1654
1695,JASIK,1654
1696,CZERNIAWSKI,1653
1697,GŁODEK,1651
1698,SAS,1651
1699,BARTOSZEWICZ,1650
1700,BĘBENEK,1650
1701,KASIŃSKI,1648
1702,SOLARZ,1648
1703,LIGĘZA,1647
1704,GWIZDAŁA,1645
1705,RYSZKA,1645
1706,PAWEŁCZYK,1644
1707,SARNECKI,1644
1708,KUŁAGA,1641
1709,KOPIEC,1640
1710,GRABIŃSKI,1638
1711,PARZYCH,1638
1712,PEPLIŃSKI,1638
1713,CZOP,1636
1714,GAWRYŚ,1635
1715,ISKRA,1635
1716,ŚWIĘCICKI,1635
1717,WANAT,1635
1718,KLIMKIEWICZ,1634
1719,OCHMAN,1633
1720,STASIK,1632
1721,NIEDBAŁA,1631
1722,BAJER,1630
1723,RUTA,1630
1724,KAIM,1628
1725,IDZIKOWSKI,1625
1726,SIWIŃSKI,1624
1727,IGNASIAK,1620
1728,KRZYSZTOFIK,1620
1729,PASIEKA,1620
1730,CICHOWSKI,1618
1731,URBANIK,1618
1732,PIECHA,1617
1733,SADŁOWSKI,1617
1734,OKOŃSKI,1616
1735,ROSTKOWSKI,1616
1736,CIEŚLAR,1614
1737,BAŃKA,1613
1738,MANIA,1613
1739,KŁAK,1612
1740,LECHOWICZ,1612
1741,ZDUŃCZYK,1611
1742,RZEPA,1607
1743,JURGA,1606
1744,MICHALEC,1606
1745,ORLIŃSKI,1606
1746,SZYMBORSKI,1604
1747,DRAB,1603
1748,JAWOROWSKI,1603
1749,ŚWINIARSKI,1602
1750,OLEJARZ,1601
1751,BARNAŚ,1599
1752,KARWAT,1599
1753,KOSAKOWSKI,1599
1754,GÓRNIK,1598
1755,KOVALCHUK,1598
1756,MATKOWSKI,1598
1757,DOMARADZKI,1597
1758,KOSECKI,1597
1759,PONIATOWSKI,1597
1760,KONKOL,1596
1761,PALKA,1596
1762,POLAKOWSKI,1596
1763,SYPNIEWSKI,1594
1764,BIL,1593
1765,SZYMURA,1593
1766,BABIŃSKI,1592
1767,JABŁONOWSKI,1592
1768,MACIAK,1592
1769,ORLIK,1592
1770,ULATOWSKI,1592
1771,DRAGAN,1591
1772,GRAD,1591
1773,BORZĘCKI,1590
1774,ŻYDEK,1590
1775,BOCZEK,1588
1776,ROJEWSKI,1588
1777,TARGOSZ,1587
1778,GRUSZECKI,1586
1779,JURASZEK,1586
1780,KUŹNIK,1586
1781,MAJCHROWSKI,1586
1782,BŁASIAK,1585
1783,SZCZĘŚNIAK,1585
1784,WĄTROBA,1584
1785,KIERZKOWSKI,1583
1786,SŁABY,1582
1787,BOMBA,1577
1788,ŁOZIŃSKI,1576
1789,PRUSAK,1576
1790,PRZYBOROWSKI,1576
1791,WINIARCZYK,1576
1792,CIESZYŃSKI,1575
1793,WILCZAK,1575
1794,BASIŃSKI,1574
1795,KACPRZYK,1574
1796,KISZKA,1572
1797,MACHAJ,1570
1798,PORADA,1570
1799,SADKOWSKI,1570
1800,ZARZECKI,1570
1801,CHĘCIŃSKI,1567
1802,BRZÓSKA,1566
1803,KRYŃSKI,1564
1804,TYSZKA,1564
1805,SPYRA,1563
1806,CZARNIK,1562
1807,SUSZEK,1560
1808,JARZĄB,1558
1809,PALIWODA,1558
1810,BODNAR,1557
1811,ŁUKASZCZYK,1557
1812,MYŚLIŃSKI,1557
1813,STEFANOWICZ,1557
1814,GAWIN,1556
1815,KANTOR,1556
1816,KUSTRA,1555
1817,DOMIN,1554
1818,LEWKOWICZ,1554
1819,SÓJKA,1552
1820,JAGŁA,1551
1821,KASPRZYCKI,1551
1822,MUSIELAK,1551
1823,GŁUCH,1549
1824,MIERNIK,1549
1825,TOCZEK,1549
1826,BOCZKOWSKI,1548
1827,JAGIEŁA,1548
1828,KLEPACKI,1548
1829,SKOCZEŃ,1548
1830,KORYCKI,1547
1831,ZĄBEK,1547
1832,GIEMZA,1545
1833,WOJTAŚ,1544
1834,GRALAK,1543
1835,KARBOWIAK,1543
1836,MRÓWKA,1543
1837,WIKTOROWICZ,1543
1838,NIKIEL,1540
1839,KRZYWDA,1539
1840,WAWER,1538
1841,PIETRASIK,1537
1842,CICHECKI,1536
1843,KĄDZIELA,1535
1844,KĄDZIOŁKA,1535
1845,MICKIEWICZ,1535
1846,WACHOWICZ,1535
1847,CHMIELOWIEC,1534
1848,JASZCZUK,1534
1849,NAPORA,1534
1850,SOBIECKI,1534
1851,WALA,1530
1852,MOCZULSKI,1528
1853,JARZYNA,1527
1854,WRONKA,1527
1855,BAŁA,1526
1856,GALANT,1526
1857,ŚWISTAK,1526
1858,SUKIENNIK,1525
1859,SKWARA,1524
1860,JÓZEFIAK,1523
1861,SUDER,1523
1862,CZERNIK,1520
1863,KOCOT,1520
1864,BRZOSTEK,1517
1865,PŁOTKA,1517
1866,BYKOWSKI,1516
1867,GĘBALA,1516
1868,KALEMBA,1516
1869,KLOCEK,1516
1870,SUWAŁA,1516
1871,LIPOWSKI,1515
1872,GRALA,1514
1873,TAŃSKI,1514
1874,KOTECKI,1513
1875,FIRLEJ,1512
1876,GŁÓD,1512
1877,OSIAK,1512
1878,CHRZAN,1511
1879,KACZMARZYK,1511
1880,DUTKA,1509
1881,KOCIOŁEK,1509
1882,KUŚMIERCZYK,1509
1883,SABAT,1509
1884,STEFAŃCZYK,1508
1885,CISOWSKI,1505
1886,BRYL,1504
1887,BIAŁOWĄS,1503
1888,DYRDA,1502
1889,KONIK,1502
1890,KUŚMIERZ,1502
1891,ŻYWICKI,1502
1892,CIOSEK,1501
1893,POGODA,1501
1894,KOPERSKI,1496
1895,POLOCZEK,1496
1896,ORLIKOWSKI,1495
1897,LANGNER,1494
1898,BALCER,1493
1899,JOPEK,1493
1900,MNICH,1493
1901,ANTOSIK,1491
1902,PIETKIEWICZ,1491
1903,PODOLAK,1491
1904,RODZIEWICZ,1491
1905,MAKSYMIUK,1490
1906,PRZYTUŁA,1490
1907,SŁOMSKI,1489
1908,TYSZKIEWICZ,1489
1909,DEJA,1487
1910,WOJTALA,1487
1911,ANDRUSZKIEWICZ,1483
1912,BĘDKOWSKI,1482
1913,PIÓRO,1482
1914,SOROKA,1481
1915,GOŁDYN,1480
1916,KOTWICA,1480
1917,PŁAZA,1480
1918,PAWLUK,1479
1919,SZYSZKO,1478
1920,BOIKO,1477
1921,CIECHANOWSKI,1476
1922,SZMIGIEL,1476
1923,SIWIK,1475
1924,STAŚKIEWICZ,1475
1925,ZYŚK,1475
1926,BATKO,1474
1927,PABIAN,1474
1928,SOBOL,1474
1929,DMOCHOWSKI,1473
1930,KRZYWICKI,1473
1931,RADZIK,1473
1932,CZERNECKI,1471
1933,WŁODARCZAK,1471
1934,KRZYŻAK,1470
1935,PACHOLSKI,1470
1936,KRYSZTOFIAK,1469
1937,BAJOREK,1468
1938,FEDOROWICZ,1468
1939,JAŃCZAK,1468
1940,PIETRASZEK,1468
1941,PIETRUSZEWSKI,1468
1942,GINTER,1466
1943,GRZESZCZAK,1466
1944,SZERSZEŃ,1466
1945,GRĄDZKI,1465
1946,ŁĘCKI,1465
1947,BOLEK,1464
1948,PODSIADŁY,1463
1949,ROKOSZ,1463
1950,STRUZIK,1463
1951,CHYŁA,1462
1952,JAŻDŻEWSKI,1462
1953,MĄCZYŃSKI,1462
1954,MIOTK,1462
1955,CHROSTOWSKI,1461
1956,JAREK,1461
1957,KASZA,1461
1958,MICHNA,1461
1959,ŻÓŁTOWSKI,1461
1960,BUTKIEWICZ,1460
1961,ANTONIUK,1458
1962,BRZOZA,1458
1963,KWIDZIŃSKI,1457
1964,GODEK,1456
1965,KRYNICKI,1456
1966,KUŁAK,1456
1967,KURZEJA,1456
1968,PYTLIK,1456
1969,TĘCZA,1455
1970,ZAWIERUCHA,1454
1971,PUDŁO,1453
1972,KRET,1452
1973,STARZYK,1452
1974,TYCZYŃSKI,1451
1975,MALCZYK,1450
1976,DZIUBEK,1449
1977,KARBOWNIK,1449
1978,KOCIK,1449
1979,PRZYWARA,1449
1980,DEREŃ,1448
1981,FISZER,1448
1982,RAPACZ,1446
1983,TALAGA,1446
1984,OBRĘBSKI,1445
1985,WASIK,1445
1986,FILIPKOWSKI,1444
1987,MISZCZUK,1444
1988,SINGH,1444
1989,KORCZ,1443
1990,MIŁKOWSKI,1443
1991,PAWELCZYK,1441
1992,WOŁOWIEC,1441
1993,KOTAS,1440
1994,GORZKOWSKI,1439
1995,BOROWIK,1438
1996,KRUPSKI,1438
1997,ŁASKI,1438
1998,STAROSTA,1436
1999,BARTOSZEWSKI,1435
2000,ŚWIDEREK,1435
2001,WEGNER,1435
2002,GOŁAWSKI,1434
2003,KUCZKOWSKI,1434
2004,PAŁASZ,1434
2005,PIEKUT,1434
2006,TARNAWSKI,1434
2007,WASILUK,1434
2008,GOŹDZIK,1432
2009,STANIK,1431
2010,SADŁO,1430
2011,PASZKO,1429
2012,RUSIECKI,1429
2013,ŁAGOWSKI,1426
2014,BRZEZICKI,1425
2015,BARYŁA,1422
2016,STRZYŻEWSKI,1421
2017,WASZCZUK,1421
2018,WENTA,1421
2019,KACZKOWSKI,1420
2020,GRUBA,1419
2021,KAPAŁA,1419
2022,BARTKIEWICZ,1418
2023,GÓŹDŹ,1418
2024,PTASZEK,1418
2025,WIERZBA,1418
2026,IVANOV,1417
