,Nazwisko aktualne;Liczba
3004,SKŁODOWSKA;1014
3005,SZANIAWSKA;1014
3006,CZERWIEC;1013
3007,JAKÓBCZYK;1013
3008,MAROSZEK;1013
3009,PEREK;1013
3010,SKUBISZ;1013
3011,KUBERSKA;1012
3012,MIKOŁAJEK;1012
3013,ŻYLIŃSKA;1012
3014,GIERA;1011
3015,MŁYNEK;1010
3016,NIEMYJSKA;1010
3017,WOJCIESZEK;1010
3018,BARCIKOWSKA;1009
3019,KOCIŃSKA;1009
3020,KRAŚNIEWSKA;1009
3021,MROCZKA;1009
3022,BYRSKA;1008
3023,HOFFMAN;1008
3024,LENARCZYK;1008
3025,LUDWIKOWSKA;1008
3026,MARYNIAK;1008
3027,WĘGLIŃSKA;1008
3028,MISZCZYK;1007
3029,ZAWORSKA;1007
3030,BORUCH;1006
3031,DUCHNOWSKA;1006
3032,KOŚCIUK;1006
3033,RAJKOWSKA;1006
3034,WNOROWSKA;1006
3035,KRZYŻOWSKA;1005
3036,NIEDZIAŁEK;1005
3037,WOLNIAK;1005
3038,ŁYSAKOWSKA;1004
3039,DANIELEWSKA;1003
3040,GOLAŃSKA;1003
3041,POŁOMSKA;1003
3042,ZACZEK;1003
3043,KOZIARA;1002
3044,PABICH;1001
3045,RYTEL;1001
3046,FUDALI;1000
3047,KLUZ;1000
3048,KABAŁA;999
3049,KOSTYRA;999
3050,PIECZKA;999
3051,WOSZCZYK;999
3052,BOSAK;998
3053,DUTKOWSKA;998
3054,GRZECHNIK;998
3055,KARPIUK;998
3056,PACHOLCZYK;998
3057,PYRA;998
3058,SUCHANEK;998
3059,WĘSIERSKA;998
3060,KOŚCIŃSKA;997
3061,BEREZOWSKA;996
3062,KURYŁO;996
3063,LELEK;996
3064,MACIOSZEK;996
3065,NAGÓRSKA;996
3066,SZOPIŃSKA;996
3067,ZDEB;996
3068,MROWIŃSKA;995
3069,OCIEPA;995
3070,CICHOŃSKA;994
3071,KIELAK;994
3072,MALEK;994
3073,PRUSINOWSKA;994
3074,INGLOT;993
3075,MACHAŁA;993
3076,JUDA;992
3077,KOSZAŁKA;992
3078,MAJKUT;992
3079,KORZEŃ;991
3080,NURZYŃSKA;991
3081,PAŚ;991
3082,WODECKA;990
3083,BRONOWICKA;989
3084,CHEŁSTOWSKA;989
3085,CIOK;989
3086,POKRYWKA;989
3087,RUS;988
3088,PAPIS;987
3089,PIERÓG;987
3090,SZKUTNIK;987
3091,SZURA;987
3092,MENCEL;986
3093,BOCHNIAK;985
3094,HOŁDA;985
3095,SIUDAK;985
3096,SUMIŃSKA;985
3097,BEREZA;984
3098,DWORNIK;984
3099,MENTEL;984
3100,MORDARSKA;984
3101,SKIBICKA;984
3102,BODZIOCH;983
3103,HOMA;982
3104,WAŻNA;982
3105,WESOŁEK;982
3106,WOJDYŁO;982
3107,BOBEK;981
3108,GWIAZDOWSKA;981
3109,HARASIM;981
3110,ORACZ;981
3111,STALMACH;981
3112,LENARD;980
3113,MOCARSKA;980
3114,PRUSIK;980
3115,SOLARSKA;980
3116,ŚWIETLIK;980
3117,KĘPCZYŃSKA;979
3118,ŻOŁĄDEK;979
3119,KASZTELAN;978
3120,KORNAŚ;978
3121,RASIŃSKA;978
3122,LEMAŃCZYK;977
3123,STENKA;977
3124,WINIECKA;977
3125,BABULA;976
3126,BASTA;976
3127,BOBIŃSKA;976
3128,WIERCIOCH;976
3129,ZIĘCINA;976
3130,KOLCZYŃSKA;975
3131,PERZANOWSKA;975
3132,KOZUBEK;974
3133,WARSZAWSKA;974
3134,ŻARSKA;974
3135,GIBAŁA;973
3136,KOSZELA;973
3137,WYRWA;973
3138,KOŚCIELSKA;972
3139,WAWRZYŃCZAK;972
3140,GOLBA;971
3141,KRYCH;971
3142,FIAŁKOWSKA;970
3143,JUSKOWIAK;970
3144,LEDWOŃ;970
3145,ŁABUDA;970
3146,ZIENTEK;970
3147,KOMINEK;969
3148,ORDON;969
3149,PRZĄDKA;969
3150,PIECYK;968
3151,SZYDEŁKO;968
3152,BROL;967
3153,KONECKA;967
3154,PERLIŃSKA;967
3155,PŁOSZAJ;967
3156,SIERPIŃSKA;967
3157,KARLIŃSKA;966
3158,SZUKALSKA;966
3159,MAŁYSA;965
3160,DYBA;964
3161,GĄSOWSKA;964
3162,KOŚCIÓŁEK;964
3163,KUDZIA;964
3164,KURASZ;964
3165,ŁOPATKA;964
3166,ZIOŁO;964
3167,BULANDA;963
3168,ŁĘCZYCKA;963
3169,BURDZY;962
3170,MATYJASZCZYK;962
3171,NOCUŃ;962
3172,BARGIEŁ;961
3173,BLOK;961
3174,MAJOR;961
3175,PĘDZIWIATR;961
3176,ŻARNOWSKA;961
3177,MÓL;960
3178,SACHA;960
3179,JAŚKOWSKA;959
3180,KOKOCIŃSKA;959
3181,KOZIELSKA;959
3182,LATOCHA;959
3183,MECH;959
3184,STOCKA;959
3185,SULKOWSKA;959
3186,KOPACZEWSKA;958
3187,OGRODOWCZYK;958
3188,SKRZYPCZYŃSKA;958
3189,JESIONOWSKA;957
3190,KOBIERSKA;957
3191,MICHALUK;957
3192,BRZEZINA;956
3193,PRUSKA;956
3194,PRZEWOŹNA;956
3195,ROBAKOWSKA;956
3196,SOBIESZEK;956
3197,STYPUŁKOWSKA;956
3198,SZEREMETA;956
3199,SZOŁTYSEK;956
3200,WOSIK;956
3201,GAWRYCH;955
3202,BIJAK;954
3203,RUDA;954
3204,SZPUNAR;954
3205,CZUPRYŃSKA;953
3206,GŁODOWSKA;953
3207,GRONEK;953
3208,KLAWIKOWSKA;953
3209,POCIECHA;953
3210,SKRZYPKOWSKA;953
3211,SMOŁA;953
3212,ZACHARA;953
3213,KRZEŚNIAK;951
3214,KUDYBA;951
3215,TROJAK;951
3216,WIDOMSKA;951
3217,GAWRYSIAK;950
3218,KRYŚ;950
3219,ŁĄCZYŃSKA;950
3220,MIELNICZEK;950
3221,STACHOŃ;950
3222,ZARZECZNA;950
3223,CIEŚLEWICZ;949
3224,KRZEWIŃSKA;949
3225,PINDEL;949
3226,POPRAWA;949
3227,ŚMIECHOWSKA;949
3228,WALUŚ;949
3229,OPARA;948
3230,PAMUŁA;948
3231,WINIARZ;948
3232,ZEMBRZUSKA;948
3233,JAŹWIŃSKA;947
3234,KARKOSZKA;947
3235,WĘGRZYNOWSKA;947
3236,GOMUŁKA;946
3237,KAMOLA;946
3238,KOROL;946
3239,MICHALEWICZ;946
3240,OTRĘBA;946
3241,ROSTEK;946
3242,STOPYRA;946
3243,BARABASZ;945
3244,JATCZAK;945
3245,SIEMASZKO;945
3246,SUCHAN;945
3247,SZYMIK;945
3248,DUBICKA;944
3249,DUMA;944
3250,IDCZAK;944
3251,ANTOLAK;943
3252,ANTONIK;943
3253,FIUK;943
3254,JOŃCA;943
3255,KOCISZEWSKA;943
3256,ADAMIK;942
3257,GROSS;942
3258,KANIECKA;942
3259,MŁODAWSKA;942
3260,PLUSKOTA;942
3261,RZECZKOWSKA;942
3262,SZYCHOWSKA;942
3263,POL;941
3264,GRZYWACZEWSKA;939
3265,JONIEC;939
3266,ŁYSZCZARZ;939
3267,MILANOWSKA;939
3268,GRZELKA;938
3269,JANOSZ;938
3270,KOBYŁECKA;938
3271,KOTULSKA;938
3272,KRZESIŃSKA;938
3273,MIELNICKA;938
3274,GADZIŃSKA;937
3275,WACŁAWEK;937
3276,FILIPCZYK;936
3277,MOCEK;936
3278,PILARZ;936
3279,ZOŃ;936
3280,HIRSZ;935
3281,JAROSŁAWSKA;935
3282,JÓZEFCZYK;935
3283,PLACEK;935
3284,SZWEDO;935
3285,CHŁOPEK;934
3286,GRZYMAŁA;934
3287,WAŁACH;934
3288,BUCIOR;933
3289,SOLAK;933
3290,ŻOŁNOWSKA;933
3291,GAŁA;932
3292,GIZIŃSKA;931
3293,KOSIOROWSKA;931
3294,KRUCZYŃSKA;931
3295,LUBCZYŃSKA;930
3296,MIESZKOWSKA;930
3297,SIEJKA;930
3298,WYBRANIEC;930
3299,ZDZIARSKA;930
3300,ZUBEK;930
3301,BRANDYS;929
3302,GROSZEK;928
3303,KRZYMIŃSKA;928
3304,CHROBOT;926
3305,FELCZAK;926
3306,KOZIOŁEK;926
3307,SZARY;926
3308,BOBAK;925
3309,GORAJ;925
3310,KUTYŁA;925
3311,SZKLARZ;925
3312,TARASIEWICZ;925
3313,MARCINOWSKA;924
3314,RUSNAK;924
3315,SORDYL;924
3316,ZAJDA;924
3317,CISŁO;923
3318,DALECKA;923
3319,DETTLAFF;923
3320,KSIĘŻOPOLSKA;923
3321,SKAŁECKA;923
3322,GDULA;922
3323,GORZELAK;922
3324,PESTKA;922
3325,PŁAWECKA;922
3326,STOJEK;922
3327,STRÓŻYŃSKA;922
3328,SYTA;922
3329,BABIK;921
3330,CHWASTEK;921
3331,ŁATKA;921
3332,PĘKALSKA;921
3333,SZCZUR;921
3334,WŁODEK;921
3335,JANOCHA;920
3336,KOCZWARA;920
3337,KOŁECKA;920
3338,LEGIERSKA;920
3339,NIECKARZ;920
3340,SULOWSKA;920
3341,WOJNO;920
3342,FABIAN;919
3343,KOMENDA;919
3344,KUCHAREK;918
3345,LEŚNIOWSKA;918
3346,MOSAKOWSKA;918
3347,PIOSIK;918
3348,WOLNIK;918
3349,BORYCKA;917
3350,FILIPIUK;917
3351,KRAJNIK;917
3352,LUBAS;917
3353,TURKOWSKA;917
3354,WIĘCŁAWSKA;917
3355,JURASZ;916
3356,SADURSKA;916
3357,TELEGA;916
3358,BALA;915
3359,CHRABĄSZCZ;915
3360,KOŁODYŃSKA;915
3361,RESPONDEK;915
3362,SIEROŃ;915
3363,TKACZUK;915
3364,MANIKOWSKA;914
3365,RYMARCZYK;914
3366,DEMBEK;913
3367,JACZEWSKA;913
3368,KARASEK;913
3369,OLESZEK;913
3370,PODSIADŁA;913
3371,URBAŚ;913
3372,ZABAWA;913
3373,CHMIELARZ;912
3374,DRYJA;912
3375,LEŚ;912
3376,RASZKA;912
3377,KARPIEL;911
3378,LISEWSKA;911
3379,OCIEPKA;911
3380,PIENIAK;911
3381,POTOCZNA;911
3382,ZEMŁA;911
3383,CHOJNICKA;910
3384,KARDAŚ;910
3385,KARKOWSKA;910
3386,ŁAZARZ;910
3387,WALCZYŃSKA;910
3388,CYMERMAN;909
3389,DWOJAK;909
3390,JESIONEK;909
3391,RYDEL;909
3392,SMOCZYŃSKA;909
3393,WIECHA;909
3394,WZOREK;909
3395,KASZYŃSKA;908
3396,MIŚKOWIEC;908
3397,ŚLĄZAK;908
3398,TYRAŁA;908
3399,WARZOCHA;908
3400,DYMOWSKA;907
3401,KLASA;907
3402,KLUSEK;907
3403,LASOŃ;907
3404,MICHAŁOWICZ;907
3405,ZIMNY;907
3406,PECYNA;906
3407,STADNICKA;906
3408,TOPÓR;906
3409,WŁODKOWSKA;905
3410,ZUBER;905
3411,BINEK;904
3412,KROCZEK;904
3413,MAJCHRZYK;904
3414,OLBRYŚ;904
3415,SANKOWSKA;904
3416,SKROK;904
3417,ŁYSOŃ;903
3418,MARSZAŁKOWSKA;903
3419,NAPIERALSKA;903
3420,PASTWA;903
3421,BUDKA;902
3422,CHWAŁEK;902
3423,GRZELCZAK;902
3424,SCHAB;902
3425,KĘSIK;901
3426,KUŚMIERSKA;901
3427,MATERA;901
3428,DUDKOWSKA;900
3429,GRYC;900
3430,KĘPSKA;900
3431,KOTUŁA;900
3432,SOBEK;900
3433,SPYRKA;900
3434,JASZCZYK;899
3435,MATLAK;899
3436,STACHNIK;899
3437,ŚRODA;899
3438,BUĆKO;898
3439,CUBER;898
3440,KOVALCHUK;898
3441,TRZEBIATOWSKA;898
3442,WIRKUS;898
3443,SWAT;897
3444,WARDAK;897
3445,WYRWAS;897
3446,KAISER;896
3447,ŁAWRYNOWICZ;896
3448,SZCZEPAŃCZYK;896
3449,PĘCZEK;895
3450,BORATYŃSKA;894
3451,CESARZ;894
3452,GRABARZ;894
3453,ŁABĘDŹ;894
3454,PAC;894
3455,RABIEGA;894
3456,GAWLAK;893
3457,GUNIA;893
3458,KOŹBIAŁ;893
3459,MALAK;893
3460,SOŚNICKA;893
3461,SZCZUKA;893
3462,WOJDAT;893
3463,BUDZIAK;892
3464,KULAWIAK;892
3465,SUCHY;892
3466,JĘDRAS;891
3467,JĘDRZEJOWSKA;891
3468,PACZYŃSKA;891
3469,SOBÓTKA;891
3470,SZUKAŁA;891
3471,KIDA;890
3472,RAMS;890
3473,WYSOCZAŃSKA;890
3474,ABRAM;889
3475,HRYNIEWICZ;889
3476,KURA;889
3477,ULMAN;889
3478,BIESZCZAD;888
3479,BURAKOWSKA;888
3480,GLINKOWSKA;888
3481,KOCZUR;888
3482,RATAJSKA;888
3483,BERA;887
3484,FRĄK;887
3485,OWCZARSKA;887
3486,ROSSA;887
3487,RUCKA;887
3488,SMÓŁKA;887
3489,TRĘBACZ;887
3490,BRATEK;886
3491,ŚLIWOWSKA;886
3492,MAJEK;885
3493,SZEFLER;885
3494,SZTANDERA;885
3495,ŚWIĘS;885
3496,JANICZEK;884
3497,KITOWSKA;884
3498,MERTA;884
3499,DANEK;883
3500,DANISZEWSKA;883
3501,GRZEGORZEK;883
3502,MARCINIEC;883
3503,WAŚKIEWICZ;883
3504,WIKTORSKA;883
3505,ALBRECHT;882
3506,JARCZEWSKA;882
3507,ŁANGOWSKA;882
3508,MARCISZEWSKA;882
3509,MATEJEK;882
3510,NIEĆ;882
3511,BOCZAR;881
3512,GOLEŃ;881
3513,SOBÓL;881
3514,HARASIMOWICZ;880
3515,SICIŃSKA;880
3516,TROJNAR;880
3517,ZDYB;880
3518,FRANK;879
3519,GŁOWA;879
3520,MĄKOSA;879
3521,ORCZYK;879
3522,KARSKA;878
3523,KASPEROWICZ;878
3524,SKUPIŃSKA;877
3525,ŚWIERC;877
3526,GRYCZKA;876
3527,ŁAGODA;876
3528,STAWIARZ;876
3529,KĄCKA;875
3530,KORYTKOWSKA;875
3531,ŁAZARCZYK;875
3532,STANIEC;875
3533,ŚLUSAREK;875
3534,ZMYSŁOWSKA;875
3535,GAWLAS;874
3536,IWIŃSKA;874
3537,ROGIŃSKA;874
3538,ZWOLAK;874
3539,GRZYWIŃSKA;873
3540,JURECZKO;873
3541,STASIEWICZ;873
3542,JACHIMOWICZ;872
3543,OLECHOWSKA;872
3544,RYBSKA;872
3545,KORDOWSKA;871
3546,MATUSIEWICZ;871
3547,ZDUN;871
3548,SIMIŃSKA;870
3549,STANIEWSKA;870
3550,ZAMORSKA;870
3551,DZIEKOŃSKA;869
3552,ŁAKOMSKA;869
3553,PIETROŃ;869
3554,STUDNICKA;869
3555,BUŁKA;868
3556,WALIGÓRSKA;868
3557,ŻUBER;868
3558,KIEŁPIŃSKA;867
3559,GULCZYŃSKA;866
3560,GONCIARZ;865
3561,SZELĄGOWSKA;865
3562,JÓZWIK;864
3563,LUDWIG;864
3564,ORZECH;864
3565,POLITOWSKA;864
3566,TYL;864
3567,WOJDAK;864
3568,WRZEŚNIEWSKA;864
3569,CYGANEK;863
3570,HANKUS;863
3571,KURPIEL;863
3572,LASZCZAK;863
3573,SICZEK;863
3574,SZCZYPIOR;863
3575,FRANKE;862
3576,KRAMEK;862
3577,MAŃKO;862
3578,MIKSA;862
3579,MUSIAŁEK;862
3580,SITKIEWICZ;862
3581,TRYBUS;862
3582,KOTKOWSKA;861
3583,SZUMILAS;861
3584,TUTAK;861
3585,WOLSZCZAK;861
3586,GRABKA;860
3587,KIJEK;860
3588,OKONIEWSKA;860
3589,FATYGA;859
3590,HEBEL;859
3591,SNARSKA;859
3592,WACŁAWIK;859
3593,KOTYNIA;858
3594,RACHWALSKA;858
3595,ANTOSZEWSKA;857
3596,DEKA;857
3597,MAŁYSKA;857
3598,RECZEK;857
3599,SÓWKA;857
3600,CHUDZIAK;856
3601,KAPROŃ;856
3602,PARUCH;856
3603,PASTUSIAK;856
3604,SKRZYPIŃSKA;856
3605,WOŁOSZ;856
3606,JACEWICZ;855
3607,KRZYŻEWSKA;855
3608,STERNIK;855
3609,SZCZAWIŃSKA;855
3610,WYCISK;855
3611,ZIARKO;855
3612,CHOROMAŃSKA;854
3613,DRAGON;854
3614,GOSK;854
3615,KAMPA;854
3616,SZAL;854
3617,WOJTYRA;854
3618,KOŹMIŃSKA;853
3619,SZUL;853
3620,BACA;852
3621,HANDZLIK;852
3622,WITECKA;852
3623,BIENIASZ;851
3624,KUDELSKA;851
3625,MARYNOWSKA;851
3626,NOWOCIEŃ;851
3627,RĘKAS;851
3628,TOMECKA;851
3629,ARENDT;850
3630,GORGOŃ;850
3631,SIWY;850
3632,SPAŁEK;850
3633,ŚCIBOR;850
3634,TOPOLEWSKA;850
3635,BOJDA;849
3636,JARZĘBOWSKA;849
3637,KLUK;849
3638,LATAŁA;849
3639,POLUS;849
3640,RUDEK;849
3641,WARDĘGA;849
3642,BARTECKA;848
3643,IMIOŁEK;848
3644,JACHOWICZ;848
3645,MOŚ;848
3646,POCIASK;848
3647,PODRAZA;848
3648,SZLENDAK;848
3649,JERZAK;847
3650,ŁUKA;847
3651,SZCZECH;847
3652,SZYPULSKA;847
3653,MOSTOWSKA;846
3654,PAŚKO;846
3655,STEPANIUK;846
3656,SZCZUROWSKA;846
3657,SZTUKA;846
3658,ZIMA;846
3659,BIALIK;845
3660,GOŹDZIEWSKA;845
3661,JANEK;845
3662,KABACIŃSKA;845
3663,MENDYK;845
3664,FUS;844
3665,KŁECZEK;844
3666,ŁOZOWSKA;844
3667,OLESIAK;844
3668,ŁAWICKA;843
3669,RZOŃCA;843
3670,TURCZYŃSKA;843
3671,DEMCZUK;842
3672,KARASZEWSKA;842
3673,TOPOREK;842
3674,DROGOSZ;841
3675,DUBIŃSKA;841
3676,GRACZ;841
3677,GUŁA;841
3678,GUMIENNA;841
3679,KORBA;841
3680,MĄDRY;841
3681,SMOTER;841
3682,PROROK;840
3683,BURSKA;839
3684,DOBRZYCKA;839
3685,BERENT;838
3686,FABISZEWSKA;838
3687,FLORKOWSKA;838
3688,NAZARUK;838
3689,POPIELARZ;838
3690,WOJTANOWSKA;838
3691,JAKUBAS;837
3692,KOPACKA;837
3693,LENCZEWSKA;837
3694,WIKTOROWSKA;837
3695,CZERNICKA;836
3696,GRZONKA;836
3697,MICEK;836
3698,BANASZEWSKA;835
3699,BŁAŻEWICZ;835
3700,KAMIEŃSKA;835
3701,KOBYLAŃSKA;835
3702,KRZYSIAK;835
3703,MANIAK;835
3704,SAWIŃSKA;835
3705,ŚWIDZIŃSKA;835
3706,BECKER;834
3707,BONDARENKO;834
3708,GAŁAN;834
3709,KANIOWSKA;834
3710,BARCIK;833
3711,BARGIEL;833
3712,BUDZISZEWSKA;833
3713,GMYREK;833
3714,GOŁAŚ;833
3715,ILCZUK;833
3716,KURZAWSKA;833
3717,CAPUTA;832
3718,JĘDRYKA;832
3719,WRONOWSKA;832
3720,BĘTKOWSKA;831
3721,HOŁUB;831
3722,SOBCZUK;831
3723,TORBA;831
3724,DATA;830
3725,SPRINGER;830
3726,WAL;830
3727,BENTKOWSKA;829
3728,CHORZĘPA;829
3729,IGNACIUK;829
3730,TUR;829
3731,GROMADA;828
3732,POTEMPA;828
3733,STRYJEWSKA;828
3734,MAKÓWKA;827
3735,PRUSIŃSKA;827
3736,BORYCZKA;826
3737,CHILIŃSKA;826
3738,CHROMIŃSKA;825
3739,SIERANT;825
3740,KIEŁKOWSKA;824
3741,MIKUCKA;824
3742,ORSZULAK;824
3743,PIETRUCZUK;824
3744,ROWICKA;824
3745,WYSZKOWSKA;824
3746,FRĄCZYK;823
3747,JURCZYŃSKA;823
3748,KOCIUBA;823
3749,BANDURA;822
3750,KLIMIUK;822
3751,STRZESZEWSKA;822
3752,KLUZA;821
3753,RUTECKA;821
3754,CZEPIEL;820
3755,JACHIMOWSKA;820
3756,ŁAKOMY;820
3757,PANAS;820
3758,PRUSACZYK;820
3759,RAJ;820
3760,WOJNICKA;820
3761,MUSIAŁOWSKA;819
3762,SMOŁKA;819
3763,TOMIAK;819
3764,UKLEJA;819
3765,BEM;818
3766,PASIERB;818
3767,TALIK;818
3768,KAPCZYŃSKA;817
3769,PŁUSA;817
3770,JASIEWICZ;816
3771,MARKS;816
3772,WAŚ;816
3773,WIJAS;816
3774,WOŁYNIEC;816
3775,BRYJA;815
3776,FRONCZAK;815
3777,GRABEK;815
3778,JEZNACH;815
3779,KOŁODZIEJEK;815
3780,MUSIK;815
3781,NIEDZIAŁKOWSKA;815
3782,CHLIPAŁA;814
3783,EJSMONT;814
3784,GRZEGRZÓŁKA;814
3785,ŁAZOWSKA;814
3786,STĘPNIK;814
3787,MALEWSKA;813
3788,SIEMIENIUK;813
3789,CHABROS;812
3790,CIUPAK;812
3791,GAWRYLUK;812
3792,KACHNIARZ;812
3793,KUSY;812
3794,POPIELA;812
3795,TRUSZCZYŃSKA;812
3796,BAGROWSKA;811
3797,MADEJCZYK;811
3798,WIDAWSKA;811
3799,BŁASZCZUK;810
3800,CHROMIK;810
3801,JÓŹWICKA;810
3802,GRABAREK;809
3803,KIERZEK;809
3804,ŁUBA;809
3805,MAJCHERCZYK;809
3806,MATYJASIK;809
3807,MĘŻYK;809
3808,POHL;809
3809,SANECKA;809
3810,SINGH;809
3811,SZMIGIELSKA;809
3812,TOMICZEK;809
3813,TROCHA;809
3814,USZYŃSKA;809
3815,DUNAJSKA;808
3816,FILIPCZUK;808
3817,HETMAN;808
3818,OLEJARCZYK;808
3819,WOREK;808
3820,ANTOSIEWICZ;807
3821,KNOPIK;807
3822,LIPNICKA;807
3823,SKOP;807
3824,STOLC;807
3825,BIAŁCZAK;806
3826,DZIUK;806
3827,JAMKA;806
3828,KALINA;806
3829,KAPTUR;806
3830,ZAMBRZYCKA;806
3831,ZUB;806
3832,JACHYM;805
3833,KOSZEWSKA;805
3834,KUCZMA;805
3835,SIENNICKA;805
3836,CHLUDZIŃSKA;804
3837,CZYSZCZOŃ;804
3838,GOŁUCH;804
3839,RODZIK;804
3840,SZOTA;804
3841,WIELOCH;804
3842,WORONIECKA;804
3843,ZAŁĘCKA;804
3844,ŻURAW;804
3845,BEDNORZ;803
3846,KOCEMBA;803
3847,NIZIO;803
3848,BŁACHNIO;802
3849,CIEPLAK;802
3850,ANTOSIAK;801
3851,PAPIERZ;801
3852,DRABEK;800
3853,GNIAZDOWSKA;800
3854,LATUSEK;800
3855,SYGUŁA;800
3856,ADAM;799
3857,ŁEBEK;799
3858,MIESZCZAK;799
3859,DZIUBAK;798
3860,FIREK;798
3861,JOŃSKA;798
3862,OPIELA;798
3863,BURAS;797
3864,GRZĄDZIEL;797
3865,STEPNOWSKA;797
3866,AKSAMIT;796
3867,CIECHANOWICZ;796
3868,KARGUL;796
3869,KOZINA;796
3870,JURECKA;795
3871,LISIEWICZ;795
3872,SZLĘZAK;795
3873,SZYNAL;795
3874,BAJEK;794
3875,KONIECZKO;794
3876,ŁUSZCZEK;794
3877,BILICKA;793
3878,JASKOT;793
3879,TUTAJ;793
3880,ZIENTARA;793
3881,BIGAJ;792
3882,GNIEWEK;792
3883,GROCHALA;792
3884,WINTER;792
3885,GOSTKOWSKA;791
3886,ŁUKASZEK;791
3887,NIŻNIK;791
3888,PŁOCHOCKA;791
3889,WOJCIECHOWICZ;791
3890,ZIEMIAŃSKA;791
3891,CIEPIELA;790
3892,DAMPC;790
3893,DYRCZ;790
3894,GLIWA;790
3895,ŁABA;790
3896,PAPUGA;790
3897,PŁOSKA;790
3898,SOŁOWIEJ;790
3899,SZCZYRBA;790
3900,WILGA;790
3901,JAROSZYŃSKA;789
3902,OKRASA;789
3903,PAWLICA;789
3904,RZEPKOWSKA;789
3905,BOJAR;788
3906,BUDNY;788
3907,BARA;787
3908,JACKOWIAK;787
3909,KOŁCZ;787
3910,MAC;787
3911,ZWIERZ;787
3912,ANDRYSIAK;786
3913,IVANOVA;786
3914,JANCZURA;786
3915,PALUSZEK;786
3916,SŁABOŃ;786
3917,UJMA;786
3918,ZYCHOWICZ;786
3919,BORSUK;785
3920,KAMECKA;785
3921,ŁYSIK;785
3922,NAKIELSKA;785
3923,OLESZKIEWICZ;785
3924,STANISŁAWCZYK;785
3925,URBANIEC;785
3926,ANTKIEWICZ;784
3927,KIN;784
3928,KOMARNICKA;784
3929,OGIŃSKA;784
3930,POCHEĆ;784
3931,SHEVCHENKO;784
3932,JĘDRUSIK;783
3933,JUST;783
3934,LASOCKA;783
3935,RADEK;783
3936,SŁAWEK;783
3937,STODULSKA;783
3938,WOŁOWSKA;783
3939,KLUKOWSKA;782
3940,MOLIŃSKA;782
3941,PAZDAN;782
3942,SKURA;782
3943,DMITRUK;781
3944,DYGAS;781
3945,FUDAŁA;781
3946,WERESZCZYŃSKA;781
3947,BŁAWAT;780
3948,CZERW;780
3949,BOIKO;779
3950,SUCHOMSKA;779
3951,ŚWITOŃ;779
3952,GROCHOLSKA;778
3953,MIŚTA;778
3954,HABER;777
3955,JANUSZEK;777
3956,JĘDRYSIAK;777
3957,MAJCHROWICZ;777
3958,MATERNA;777
3959,NAREWSKA;777
3960,OLSZOWY;777
3961,SZUMOWSKA;777
3962,WOJTYCZKA;777
3963,PODLASKA;776
3964,SAWKA;776
3965,TOBOLSKA;776
3966,DUŚ;774
3967,KASZUBSKA;774
3968,MICHAŁKIEWICZ;774
3969,PLEWKA;774
3970,RAJCHEL;774
3971,SELIGA;774
3972,SIENIAWSKA;774
3973,STEFAN;774
3974,BERNACIAK;773
3975,CIOCH;773
3976,GŁOWALA;773
3977,IWANOWICZ;773
3978,JABŁONKA;773
3979,PSIUK;773
3980,RABENDA;773
3981,ZIEMSKA;773
3982,BECZEK;772
3983,HRYNIEWICKA;772
3984,JÓZEFOWSKA;772
3985,KĘSICKA;772
3986,KOROLCZUK;772
3987,ŁABĘCKA;772
3988,PLEWIŃSKA;772
3989,WOJNA;772
3990,LEGUTKO;771
3991,MULARSKA;771
3992,SZAFRANEK;771
3993,CHĄDZYŃSKA;770
3994,DERKACZ;770
3995,JADACH;770
3996,JONCZYK;770
3997,MRÓZEK;770
3998,RĘKAWEK;770
3999,SZCZECINA;770
4000,TYSZKO;770
4001,DOŁĘGOWSKA;769
4002,DOMALEWSKA;769
4003,KOMOSA;769
4004,CZERNIEJEWSKA;768
4005,DŁUŻNIEWSKA;768
4006,PIASECZNA;768
4007,RYBAKOWSKA;768
4008,STRĘK;768
4009,STRYCZEK;768
4010,WALKOWICZ;768
4011,BRONK;767
4012,FORNALCZYK;767
4013,JEZIOROWSKA;767
4014,KORZEC;767
4015,RĄPAŁA;767
4016,SMYCZEK;767
4017,SZCZUPAK;767
4018,SZEFER;767
4019,WILAMOWSKA;767
4020,JEZIOREK;766
4021,KORCZYK;766
4022,KRZANOWSKA;766
4023,MARKUSZEWSKA;766
4024,POLANOWSKA;766
4025,ROGACZEWSKA;766
4026,CICHOWICZ;765
4027,DERLATKA;765
4028,DUSZAK;765
4029,GRZESIUK;765
4030,POZORSKA;765
4031,KOTLARSKA;764
4032,KUPISZ;764
4033,KUSAK;764
4034,LATKOWSKA;764
4035,OSAK;764
4036,POSTEK;764
4037,SONDEJ;764
4038,SZABELSKA;764
4039,BRANICKA;763
4040,FURMAŃCZYK;763
4041,POPKO;763
4042,TALAR;763
4043,PAŁUBICKA;762
4044,TALARCZYK;762
4045,ZAGAJEWSKA;762
4046,CHRUŚCIŃSKA;761
4047,GLEŃ;761
4048,PIKULSKA;761
4049,SATERNUS;761
4050,SKROBISZ;761
4051,SZOŁTYSIK;761
4052,BORZYSZKOWSKA;760
4053,CHROBOK;760
4054,PIEKUTOWSKA;760
4055,KOMOREK;759
4056,MATUSZKIEWICZ;759
4057,SADECKA;759
4058,SERWIN;759
4059,SIATKOWSKA;759
